Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Att,Tkl%,Past,Press,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches,First,Last
1325,Rene Krhin\Rene-Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29.0,1990.0,3.6,4.0,3,2.0,2.0,0.0,1.0,5.0,20.0,4.0,32.0,11.0,34.4,18.0,14.0,0.0,4.0,0.0,0.0,4.0,6,10,22.0,0.0,Matches,Rene Krhin,Rene-Krhin
1326,Felix Kroos\Felix-Kroos,de GER,MF,Union Berlin,de Bundesliga,28.0,1991.0,4.2,21.0,12,8.0,11.0,2.0,9.0,17.0,52.9,8.0,106.0,28.0,26.4,32.0,63.0,11.0,9.0,5.0,0.0,4.0,2,23,16.0,0.0,Matches,Felix Kroos,Felix-Kroos
1327,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,29.0,1990.0,29.5,57.0,41,18.0,29.0,10.0,18.0,71.0,25.4,53.0,594.0,153.0,25.8,113.0,376.0,105.0,36.0,2.0,0.0,34.0,12,69,13.0,0.0,Matches,Toni Kroos,Toni-Kroos
1328,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,eng Premier League,31.0,1988.0,36.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,Matches,Tim Krul,Tim-Krul
1329,Rade Krunić\Rade-Krunic,ba BIH,MF,Milan,it Serie A,25.0,1993.0,6.0,17.0,11,9.0,5.0,3.0,5.0,17.0,29.4,12.0,116.0,40.0,34.5,33.0,56.0,27.0,7.0,0.0,0.0,7.0,5,22,2.0,0.0,Matches,Rade Krunić,Rade-Krunic
1330,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,26.0,1992.0,2.3,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,25.0,5.0,20.0,15.0,7.0,3.0,3.0,2.0,0.0,1.0,4,4,7.0,0.0,Matches,Lukas Kübler,Lukas-Kubler
1331,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Mallorca,es La Liga,18.0,2001.0,25.7,35.0,25,16.0,14.0,5.0,16.0,50.0,32.0,34.0,492.0,126.0,25.6,130.0,236.0,126.0,32.0,1.0,0.0,31.0,19,54,11.0,0.0,Matches,Takefusa Kubo,Takefusa-Kubo
1332,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,32.0,1987.0,21.5,51.0,35,25.0,20.0,6.0,18.0,71.0,25.4,53.0,445.0,116.0,26.1,132.0,232.0,81.0,36.0,7.0,0.0,29.0,15,66,40.0,0.0,Matches,Juraj Kucka,Juraj-Kucka
1333,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Parma,it Serie A,19.0,2000.0,32.6,38.0,21,10.0,19.0,9.0,13.0,51.0,25.5,38.0,728.0,173.0,23.8,175.0,342.0,211.0,36.0,3.0,0.0,33.0,21,59,13.0,0.0,Matches,Dejan Kulusevski,Dejan-Kulusevski
1334,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19.0,2000.0,21.7,57.0,39,30.0,24.0,3.0,23.0,42.0,54.8,19.0,369.0,123.0,33.3,187.0,173.0,9.0,40.0,22.0,0.0,18.0,35,92,105.0,1.0,Matches,Marash Kumbulla,Marash-Kumbulla
1335,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24.0,1995.0,20.7,39.0,28,15.0,21.0,3.0,8.0,40.0,20.0,32.0,339.0,89.0,26.3,130.0,182.0,27.0,31.0,6.0,1.0,25.0,22,61,62.0,1.0,Matches,Pierre Kunde,Pierre-Kunde
1336,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,30.0,1989.0,15.7,22.0,16,11.0,9.0,2.0,7.0,26.0,26.9,19.0,346.0,87.0,25.1,78.0,182.0,86.0,20.0,2.0,0.0,18.0,9,31,29.0,0.0,Matches,Jasmin Kurtić,Jasmin-Kurtic
1337,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Parma,it Serie A,30.0,1989.0,18.5,37.0,20,23.0,11.0,3.0,16.0,47.0,34.0,31.0,333.0,81.0,24.3,123.0,150.0,60.0,30.0,5.0,0.0,25.0,10,47,31.0,0.0,Matches,Jasmin Kurtić,Jasmin-Kurtic
1338,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26.0,1992.0,9.5,22.0,9,6.0,12.0,4.0,6.0,21.0,28.6,15.0,142.0,44.0,31.0,47.0,63.0,32.0,23.0,1.0,0.0,22.0,14,36,25.0,1.0,Matches,Layvin Kurzawa,Layvin-Kurzawa
1339,Dereck Kutesa\Dereck-Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21.0,1997.0,5.9,8.0,7,2.0,3.0,3.0,1.0,9.0,11.1,8.0,84.0,34.0,40.5,19.0,39.0,26.0,10.0,0.0,0.0,10.0,0,8,2.0,0.0,Matches,Dereck Kutesa,Dereck-Kutesa
1340,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19.0,2000.0,7.5,13.0,9,3.0,8.0,2.0,4.0,12.0,33.3,8.0,139.0,46.0,33.1,7.0,78.0,54.0,8.0,1.0,0.0,7.0,4,17,6.0,0.0,Matches,Ahmed Kutucu,Ahmed-Kutucu
1341,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22.0,1997.0,10.9,37.0,21,19.0,16.0,2.0,20.0,49.0,40.8,29.0,147.0,42.0,28.6,61.0,75.0,11.0,30.0,5.0,0.0,25.0,16,53,36.0,0.0,Matches,Enock Kwateng,Enock-Kwateng
1342,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23.0,1996.0,2.1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,5.0,21.7,2.0,10.0,11.0,0.0,0.0,0.0,0.0,0,1,2.0,0.0,Matches,Antonino La Gumina,Antonino-La-Gumina
1343,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28.0,1991.0,6.1,1.0,0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,74.0,13.0,17.6,6.0,37.0,31.0,5.0,0.0,0.0,5.0,3,4,12.0,0.0,Matches,Andrea La Mantia,Andrea-La-Mantia
1344,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25.0,1994.0,24.9,23.0,18,3.0,15.0,5.0,5.0,29.0,17.2,24.0,476.0,128.0,26.9,42.0,194.0,240.0,26.0,2.0,0.0,24.0,9,32,26.0,1.0,Matches,Gaëtan Laborde,Gaetan-Laborde
1345,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28.0,1991.0,20.8,23.0,19,6.0,12.0,5.0,4.0,17.0,23.5,13.0,464.0,114.0,24.6,55.0,220.0,189.0,13.0,0.0,0.0,13.0,10,33,14.0,0.0,Matches,Alexandre Lacazette,Alexandre-Lacazette
1346,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18.0,2000.0,1.4,2.0,2,1.0,1.0,0.0,2.0,2.0,100.0,0.0,19.0,6.0,31.6,10.0,5.0,4.0,2.0,0.0,0.0,2.0,2,4,1.0,0.0,Matches,Riccardo Ladinetti,Riccardo-Ladinetti
1347,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20.0,1999.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,14.3,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,Matches,Alban Lafont,Alban-Lafont
1348,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29.0,1989.0,29.5,25.0,17,17.0,8.0,0.0,13.0,33.0,39.4,20.0,214.0,55.0,25.7,131.0,81.0,2.0,45.0,16.0,0.0,29.0,17,42,182.0,1.0,Matches,Víctor Laguardia,Victor-Laguardia
1349,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17.0,2001.0,0.1,1.0,1,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,1.0,50.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,Matches,Jack Lahne,Jack-Lahne
1350,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22.0,1997.0,23.5,99.0,60,31.0,52.0,16.0,34.0,91.0,37.4,57.0,831.0,276.0,33.2,232.0,484.0,115.0,60.0,6.0,0.0,54.0,23,122,24.0,0.0,Matches,Konrad Laimer,Konrad-Laimer
1351,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'Gladbach,de Bundesliga,26.0,1992.0,30.1,58.0,36,28.0,21.0,9.0,25.0,61.0,41.0,36.0,508.0,163.0,32.1,222.0,168.0,118.0,62.0,7.0,0.0,55.0,23,81,80.0,0.0,Matches,Stefan Lainer,Stefan-Lainer
1352,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19.0,2000.0,3.9,7.0,5,2.0,4.0,1.0,3.0,10.0,30.0,7.0,66.0,15.0,22.7,16.0,38.0,12.0,9.0,0.0,0.0,9.0,0,7,1.0,0.0,Matches,Diego Lainez,Diego-Lainez
1353,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27.0,1991.0,22.7,41.0,26,22.0,17.0,2.0,16.0,28.0,57.1,12.0,352.0,108.0,30.7,172.0,142.0,38.0,27.0,4.0,1.0,23.0,17,58,61.0,0.0,Matches,Kenny Lala,Kenny-Lala
1354,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31.0,1988.0,4.2,20.0,12,9.0,9.0,2.0,9.0,27.0,33.3,18.0,132.0,41.0,31.1,45.0,55.0,32.0,13.0,0.0,0.0,13.0,6,26,3.0,0.0,Matches,Adam Lallana,Adam-Lallana
1355,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27.0,1992.0,13.5,27.0,21,8.0,15.0,4.0,5.0,22.0,22.7,17.0,315.0,88.0,27.9,82.0,150.0,83.0,19.0,3.0,0.0,16.0,9,36,8.0,0.0,Matches,Érik Lamela,Erik-Lamela
1356,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18.0,2000.0,0.4,2.0,0,1.0,1.0,0.0,2.0,2.0,100.0,0.0,3.0,3.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,Matches,Tariq Lamptey,Tariq-Lamptey
1357,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18.0,2000.0,6.5,9.0,3,8.0,1.0,0.0,0.0,9.0,0.0,9.0,91.0,17.0,18.7,39.0,32.0,20.0,13.0,1.0,0.0,12.0,9,18,15.0,1.0,Matches,Tariq Lamptey,Tariq-Lamptey
1358,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27.0,1992.0,10.3,17.0,10,14.0,3.0,0.0,9.0,15.0,60.0,6.0,79.0,23.0,29.1,51.0,21.0,7.0,19.0,9.0,1.0,10.0,10,27,51.0,0.0,Matches,Loïck Landre,Loick-Landre
1359,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28.0,1991.0,6.0,8.0,5,3.0,4.0,1.0,3.0,11.0,27.3,8.0,81.0,15.0,18.5,50.0,27.0,4.0,13.0,1.0,0.0,12.0,3,11,24.0,0.0,Matches,Michael Lang,Michael-Lang
1360,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31.0,1988.0,3.5,5.0,3,5.0,0.0,0.0,4.0,6.0,66.7,2.0,27.0,10.0,37.0,18.0,9.0,0.0,8.0,4.0,0.0,4.0,1,6,22.0,1.0,Matches,Sebastian Langkamp,Sebastian-Langkamp
1361,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28.0,1990.0,2.2,5.0,2,3.0,1.0,1.0,0.0,4.0,0.0,4.0,61.0,18.0,29.5,24.0,18.0,19.0,6.0,0.0,0.0,6.0,0,5,1.0,0.0,Matches,Henri Lansbury,Henri-Lansbury
1362,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26.0,1993.0,15.3,11.0,9,6.0,3.0,2.0,5.0,37.0,13.5,32.0,344.0,76.0,22.1,77.0,198.0,69.0,12.0,1.0,0.0,11.0,9,20,4.0,0.0,Matches,Manuel Lanzini,Manuel-Lanzini
1363,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FW,Lecce,it Serie A,29.0,1990.0,19.8,20.0,14,8.0,10.0,2.0,4.0,13.0,30.8,9.0,326.0,64.0,19.6,43.0,148.0,135.0,2.0,1.0,0.0,1.0,1,21,13.0,0.0,Matches,Gianluca Lapadula,Gianluca-Lapadula
1364,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25.0,1994.0,12.2,12.0,8,8.0,4.0,0.0,7.0,13.0,53.8,6.0,62.0,26.0,41.9,32.0,27.0,3.0,6.0,5.0,0.0,1.0,14,26,39.0,2.0,Matches,Aymeric Laporte,Aymeric-Laporte
1365,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35.0,1984.0,29.3,46.0,21,29.0,17.0,0.0,15.0,35.0,42.9,20.0,346.0,101.0,29.2,224.0,118.0,4.0,81.0,42.0,2.0,39.0,13,59,179.0,0.0,Matches,Danilo Larangeira,Danilo-Larangeira
1366,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21.0,1997.0,2.8,2.0,1,0.0,2.0,0.0,1.0,1.0,100.0,0.0,43.0,9.0,20.9,5.0,23.0,15.0,5.0,0.0,0.0,5.0,0,2,1.0,0.0,Matches,Larra,Larra
1367,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22.0,1997.0,26.6,0.0,0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,11.0,3.0,27.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Matches,Gautier Larsonneur,Gautier-Larsonneur
1368,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26.0,1992.0,28.5,29.0,18,8.0,13.0,8.0,5.0,35.0,14.3,30.0,630.0,153.0,24.3,59.0,328.0,243.0,23.0,1.0,0.0,22.0,15,44,17.0,1.0,Matches,Kevin Lasagna,Kevin-Lasagna
1369,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25.0,1993.0,23.1,18.0,10,14.0,4.0,0.0,5.0,14.0,35.7,9.0,163.0,60.0,36.8,110.0,47.0,6.0,37.0,23.0,0.0,14.0,22,40,165.0,1.0,Matches,Jamaal Lascelles,Jamaal-Lascelles
1370,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30.0,1989.0,13.6,24.0,17,11.0,13.0,0.0,8.0,25.0,32.0,17.0,270.0,69.0,25.6,91.0,139.0,40.0,12.0,3.0,0.0,9.0,3,27,14.0,0.0,Matches,Paul Lasne,Paul-Lasne
1371,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21.0,1997.0,5.2,20.0,12,10.0,9.0,1.0,5.0,7.0,71.4,2.0,111.0,32.0,28.8,36.0,56.0,19.0,13.0,0.0,0.0,13.0,4,24,16.0,2.0,Matches,Toni Lato,Toni-Lato
1372,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29.0,1989.0,15.3,40.0,22,17.0,20.0,3.0,14.0,49.0,28.6,35.0,371.0,99.0,26.7,110.0,211.0,50.0,22.0,6.0,0.0,16.0,14,54,31.0,1.0,Matches,Danny Latza,Danny-Latza
1373,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30.0,1989.0,9.8,29.0,23,14.0,13.0,2.0,15.0,20.0,75.0,5.0,138.0,54.0,39.1,66.0,55.0,17.0,18.0,4.0,0.0,14.0,9,38,30.0,1.0,Matches,Vincent Laurini,Vincent-Laurini
1374,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31.0,1987.0,20.8,60.0,42,31.0,25.0,4.0,24.0,76.0,31.6,52.0,377.0,122.0,32.4,162.0,196.0,19.0,46.0,17.0,0.0,29.0,31,91,63.0,0.0,Matches,Wesley Lautoa,Wesley-Lautoa
1375,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26.0,1993.0,6.6,23.0,10,12.0,6.0,5.0,5.0,23.0,21.7,18.0,155.0,42.0,27.1,74.0,45.0,36.0,21.0,3.0,0.0,18.0,5,28,18.0,0.0,Matches,Diego Laxalt,Diego-Laxalt
1376,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26.0,1993.0,1.9,4.0,2,2.0,2.0,0.0,0.0,1.0,0.0,1.0,24.0,8.0,33.3,9.0,12.0,3.0,4.0,0.0,0.0,4.0,0,4,2.0,0.0,Matches,Diego Laxalt,Diego-Laxalt
1377,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23.0,1996.0,5.3,11.0,2,9.0,2.0,0.0,6.0,14.0,42.9,8.0,98.0,22.0,22.4,46.0,40.0,12.0,6.0,0.0,0.0,6.0,1,12,4.0,0.0,Matches,Valentino Lazaro,Valentino-Lazaro
1378,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Inter,it Serie A,23.0,1996.0,3.6,10.0,6,4.0,3.0,3.0,6.0,9.0,66.7,3.0,74.0,18.0,24.3,25.0,25.0,24.0,5.0,0.0,0.0,5.0,1,11,6.0,1.0,Matches,Valentino Lazaro,Valentino-Lazaro
1379,Darko Lazović\Darko-Lazovic,rs SRB,DF,Hellas Verona,it Serie A,28.0,1990.0,36.0,32.0,14,18.0,8.0,6.0,13.0,37.0,35.1,24.0,278.0,78.0,28.1,91.0,100.0,87.0,46.0,4.0,1.0,42.0,12,44,52.0,0.0,Matches,Darko Lazović,Darko-Lazovic
1380,Manuel Lazzari\Manuel-Lazzari,it ITA,DF,Lazio,it Serie A,25.0,1993.0,28.3,20.0,13,12.0,7.0,1.0,11.0,30.0,36.7,19.0,242.0,71.0,29.3,90.0,113.0,39.0,25.0,2.0,1.0,23.0,4,24,38.0,0.0,Matches,Manuel Lazzari,Manuel-Lazzari
1381,Mickaël Le Bihan\Mickael-Le-Bihan,fr FRA,FW,Nice,fr Ligue 1,29.0,1990.0,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,3.0,25.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0,0,2.0,0.0,Matches,Mickaël Le Bihan,Mickael-Le-Bihan
1382,Robin Le Normand\Robin-Le-Normand,fr FRA,DF,Real Sociedad,es La Liga,22.0,1996.0,26.6,45.0,27,28.0,17.0,0.0,22.0,36.0,61.1,14.0,189.0,83.0,43.9,119.0,67.0,3.0,22.0,7.0,0.0,15.0,14,59,151.0,1.0,Matches,Robin Le Normand,Robin-Le-Normand
1383,Damien Le Tallec\Damien-Le-Tallec,fr FRA,MFDF,Montpellier,fr Ligue 1,29.0,1990.0,27.3,51.0,35,21.0,26.0,4.0,20.0,72.0,27.8,52.0,501.0,153.0,30.5,163.0,253.0,85.0,51.0,17.0,0.0,34.0,27,78,87.0,0.0,Matches,Damien Le Tallec,Damien-Le-Tallec
1384,James Lea Siliki\James-Lea-Siliki,fr FRA,MF,Rennes,fr Ligue 1,23.0,1996.0,12.0,29.0,19,16.0,13.0,0.0,9.0,26.0,34.6,17.0,239.0,67.0,28.0,91.0,120.0,28.0,19.0,3.0,0.0,16.0,5,34,14.0,0.0,Matches,James Lea Siliki,James-Lea-Siliki
1385,Rafael Leão\Rafael-Leao,pt POR,FW,Milan,it Serie A,20.0,1999.0,15.6,8.0,4,2.0,6.0,0.0,2.0,8.0,25.0,6.0,192.0,45.0,23.4,24.0,76.0,92.0,11.0,1.0,0.0,10.0,1,9,3.0,0.0,Matches,Rafael Leão,Rafael-Leao
1386,Adrien Lebeau\Adrien-Lebeau,fr FRA,MF,Strasbourg,fr Ligue 1,20.0,1999.0,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,2.0,25.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,Adrien Lebeau,Adrien-Lebeau
1387,Mathew Leckie\Mathew-Leckie,au AUS,DFFW,Hertha BSC,de Bundesliga,28.0,1991.0,2.2,5.0,4,0.0,3.0,2.0,0.0,0.0,,0.0,71.0,13.0,18.3,20.0,29.0,22.0,10.0,0.0,0.0,10.0,2,7,2.0,1.0,Matches,Mathew Leckie,Mathew-Leckie
1388,Benjamin Lecomte\Benjamin-Lecomte,fr FRA,GK,Monaco,fr Ligue 1,28.0,1991.0,28.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,Matches,Benjamin Lecomte,Benjamin-Lecomte
1389,Pierre Lees-Melou\Pierre-Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26.0,1993.0,25.0,69.0,43,38.0,21.0,10.0,28.0,93.0,30.1,65.0,606.0,155.0,25.6,218.0,267.0,121.0,52.0,14.0,0.0,38.0,30,99,37.0,1.0,Matches,Pierre Lees-Melou,Pierre-Lees-Melou
1390,Jordan Lefort\Jordan-Lefort,fr FRA,DF,Amiens,fr Ligue 1,25.0,1993.0,9.4,5.0,4,3.0,2.0,0.0,3.0,7.0,42.9,4.0,65.0,20.0,30.8,42.0,23.0,0.0,10.0,2.0,1.0,8.0,11,16,50.0,0.0,Matches,Jordan Lefort,Jordan-Lefort
1391,Wu Lei\Wu-Lei,cn CHN,FWMF,Espanyol,es La Liga,27.0,1991.0,19.1,18.0,9,11.0,4.0,3.0,8.0,44.0,18.2,36.0,296.0,69.0,23.3,70.0,146.0,80.0,33.0,0.0,0.0,33.0,10,28,18.0,1.0,Matches,Wu Lei,Wu-Lei
1392,Toni Leistner\Toni-Leistner,de GER,DF,Köln,de Bundesliga,28.0,1990.0,11.2,18.0,14,9.0,9.0,0.0,6.0,10.0,60.0,4.0,95.0,43.0,45.3,55.0,38.0,2.0,22.0,8.0,0.0,14.0,17,35,89.0,0.0,Matches,Toni Leistner,Toni-Leistner
1393,Moritz Leitner\Moritz-Leitner,de GER,MF,Norwich City,eng Premier League,26.0,1992.0,7.6,18.0,9,10.0,6.0,2.0,5.0,20.0,25.0,15.0,160.0,33.0,20.6,85.0,49.0,26.0,18.0,5.0,0.0,13.0,5,23,6.0,0.0,Matches,Moritz Leitner,Moritz-Leitner
1394,Lucas Leiva\Lucas-Leiva,br BRA,MF,Lazio,it Serie A,32.0,1987.0,20.1,69.0,41,27.0,38.0,4.0,24.0,85.0,28.2,61.0,454.0,135.0,29.7,212.0,210.0,32.0,25.0,7.0,0.0,18.0,39,108,49.0,0.0,Matches,Lucas Leiva,Lucas-Leiva
1395,Florian Lejeune\Florian-Lejeune,fr FRA,DF,Newcastle Utd,eng Premier League,28.0,1991.0,4.9,8.0,6,6.0,2.0,0.0,5.0,9.0,55.6,4.0,58.0,19.0,32.8,39.0,18.0,1.0,13.0,2.0,0.0,11.0,6,14,27.0,1.0,Matches,Florian Lejeune,Florian-Lejeune
1396,Iñigo Lekue\Inigo-Lekue,es ESP,FWDF,Athletic Club,es La Liga,26.0,1993.0,6.9,23.0,15,13.0,6.0,4.0,13.0,22.0,59.1,9.0,118.0,38.0,32.2,33.0,54.0,31.0,12.0,0.0,0.0,12.0,1,24,12.0,0.0,Matches,Iñigo Lekue,Inigo-Lekue
1397,Nicolas Lemaître\Nicolas-Lemaitre,fr FRA,GK,Reims,fr Ligue 1,22.0,1997.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,Matches,Nicolas Lemaître,Nicolas-Lemaitre
1398,Thomas Lemar\Thomas-Lemar,fr FRA,MF,Atlético Madrid,es La Liga,23.0,1995.0,10.3,12.0,9,5.0,5.0,2.0,4.0,12.0,33.3,8.0,196.0,48.0,24.5,66.0,97.0,33.0,18.0,0.0,0.0,18.0,5,17,3.0,0.0,Matches,Thomas Lemar,Thomas-Lemar
1399,Tim Lemperle\Tim-Lemperle,de GER,FWMF,Köln,de Bundesliga,17.0,2002.0,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,Matches,Tim Lemperle,Tim-Lemperle
1400,Clément Lenglet\Clement-Lenglet,fr FRA,DF,Barcelona,es La Liga,24.0,1995.0,26.9,49.0,37,32.0,16.0,1.0,12.0,29.0,41.4,17.0,282.0,122.0,43.3,145.0,128.0,9.0,44.0,19.0,1.0,25.0,15,64,112.0,1.0,Matches,Clément Lenglet,Clement-Lenglet
1401,Aaron Lennon\Aaron-Lennon,eng ENG,MF,Burnley,eng Premier League,32.0,1987.0,5.5,15.0,9,7.0,4.0,4.0,9.0,14.0,64.3,5.0,143.0,27.0,18.9,37.0,67.0,39.0,8.0,2.0,0.0,6.0,8,23,6.0,0.0,Matches,Aaron Lennon,Aaron-Lennon
1402,Bernd Leno\Bernd-Leno,de GER,GK,Arsenal,eng Premier League,27.0,1992.0,29.4,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,1.0,Matches,Bernd Leno,Bernd-Leno
1403,Christopher Lenz\Christopher-Lenz,de GER,DF,Union Berlin,de Bundesliga,24.0,1994.0,25.2,61.0,35,39.0,18.0,4.0,19.0,60.0,31.7,41.0,503.0,158.0,31.4,212.0,199.0,92.0,79.0,12.0,0.0,67.0,39,100,85.0,0.0,Matches,Christopher Lenz,Christopher-Lenz
1404,Donovan Léon\Donovan-Leon,gf GUF,GK,Brest,fr Ligue 1,26.0,1992.0,1.4,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,Matches,Donovan Léon,Donovan-Leon
1405,Pedro León\Pedro-Leon,es ESP,MFFW,Eibar,es La Liga,32.0,1986.0,21.1,27.0,15,12.0,8.0,7.0,7.0,22.0,31.8,15.0,382.0,102.0,26.7,68.0,184.0,130.0,30.0,1.0,0.0,29.0,13,40,11.0,0.0,Matches,Pedro León,Pedro-Leon
1406,Sergio León\Sergio-Leon,es ESP,FW,Levante,es La Liga,30.0,1989.0,7.5,6.0,4,0.0,4.0,2.0,2.0,7.0,28.6,5.0,108.0,25.0,23.1,6.0,51.0,51.0,6.0,0.0,0.0,6.0,2,8,2.0,0.0,Matches,Sergio León,Sergio-Leon
1407,Lukas Lerager\Lukas-Lerager,dk DEN,MF,Genoa,it Serie A,26.0,1993.0,15.4,34.0,19,19.0,10.0,5.0,14.0,39.0,35.9,25.0,298.0,72.0,24.2,93.0,156.0,49.0,24.0,5.0,0.0,19.0,8,42,18.0,0.0,Matches,Lukas Lerager,Lukas-Lerager
